contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"400000","غرفتين و صالة","Bluewaters Residences ","وحدة","Residential","CRT2039527607","2 bed rooms+hall","بلو واترز ريزيدنسز ","سكني","330","Authority","2022-04-18","2023-04-17","Jumeirah Beach Residency","2","1","1","Marina Mall","مساكن شاطئ جميرا","Unit","2","مارينا مول","1","400000","New","Flat","1","Bluewaters Island","جديد","شقه","Burj Al Arab","Marsa Dubai","2025-12-11 23:26:31","برج العرب","842","مرسى دبي","1795","155","جهة","جزيرة بلووترز","1"
"10000","مكتب","BAY SQUARE","وحدة","Commercial","CRT2035129257","Office","ساحة الخليج","تجاري","526","Authority","2022-11-17","2023-11-16","Buj Khalifa Dubai Mall Metro Station","2","1","1","Dubai Mall","محطة مترو بوج خليفة دبي مول","Unit","422","مول دبي","1","10000","New","Office","1","Business Bay","جديد","مكتب","Downtown Dubai","Business Bay","2025-12-11 23:26:31","وسط مدينة دبي","2","الخليج التجارى","1280","342","جهة","الخليج التجاري","1"
"44500","ثلاثة غرفة و صالة","","وحدة","Residential","CNT70734","3 bed rooms+hall","","سكني","244","Authority","2012-01-01","2012-12-31","Salah Al Din Metro Station","2","1","1","Dubai Mall","محطة مترو صلاح الدين","Unit","3","مول دبي","1","44500","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Murqabat","2025-12-11 23:26:31","مطار دبي الدولي","842","المرقبات","null","0","جهة","","1"
"55000","غرفتين و صالة","","وحدة","Residential","CNT1048571706","2 bed rooms+hall","","سكني","234","Authority","2019-01-01","2019-12-31","Abu Hail Metro Station","2","1","1","City Centre Mirdif","محطة مترو أبو هيل","Unit","2","سيتي سنتر مردف","1","55000","New","Flat","0","","جديد","شقه","Dubai International Airport","Hor Al Anz East","2025-12-11 23:26:31","مطار دبي الدولي","842","هور العنز شرق","null","122","جهة","","1"
"57000","غرفتين و صالة","","وحدة","Residential","CRT867133036","2 bed rooms+hall","","سكني","233","Authority","2018-10-07","2019-10-31","Abu Hail Metro Station","2","1","1","","محطة مترو أبو هيل","Unit","2","","1","57000","New","Flat","0","","جديد","شقه","Dubai International Airport","Hor Al Anz","2025-12-11 23:26:31","مطار دبي الدولي","842","هور العنز","null","135","جهة","","1"
"36000","غرفة و صالة","","وحدة","Residential","CNT1316798022","1bed room+Hall","","سكني","484","Person","2020-11-10","2021-12-09","","2","1","1","","","Unit","1","","0","36000","New","Flat","1","Silicon Oasis","جديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","null","90","شخص","واحة السيليكون","1"
"50000","مكتب","","وحدة","Commercial","CNT105599540","Office","","تجاري","363","Authority","2012-06-25","2013-06-24","Airport Free Zone","2","1","1","City Centre Mirdif","المنطقة الحرة بالمطار","Unit","422","سيتي سنتر مردف","1","50000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Qusais Industrial First","2025-12-11 23:26:31","مطار دبي الدولي","2","القصيص الصناعيه الاولى","null","70","جهة","","1"
"375000","خمسة غرف و صالة","","فيلا","Residential","CRT387847306","5 bed rooms+hall","","سكني","314","Person","2015-12-25","2016-12-24","Noor Bank Metro Station","4","1","1","Mall of the Emirates","محطة مترو نور بنك","Villa","5","مول الإمارات","0","375000","New","Villa","0","","جديد","فيلا","Burj Al Arab","Al Saffa Second","2025-12-11 23:26:31","برج العرب","841","الصفا الثانيه","null","0","شخص","","1"
"70000","","","","","CRT165867216","","","","443","Person","2013-10-21","2014-10-20","","null","1","1","","","","null","","0","70000","New","","null","","جديد","","","Al Thanyah First","2025-12-11 23:26:31","","null","الثنيه الأولى","null","null","شخص","","1"
"70000","غرفتين و صالة","","وحدة","Residential","CNT1090890158","2 bed rooms+hall","","سكني","271","Person","2019-08-14","2020-08-13","ADCB Metro Station","2","1","1","Dubai Mall","محطة مترو بنك أبوظبي التجاري","Unit","2","مول دبي","0","70000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Karama","2025-12-11 23:26:31","برج خليفة","842","الكرامه","null","133","شخص","","2"
"80000","غرفتين و صالة","REMRAAM","وحدة","Residential","CRT734591506","2 bed rooms+hall","رمرام","سكني","451","Person","2017-04-25","2018-04-24","","2","1","1","","","Unit","2","","0","80000","Renew","Flat","1","Remraam","تجديد","شقه","Motor City","Al Hebiah Fifth","2025-12-11 23:26:31","موتور سيتي","842","الحبيه الخامسة","975","103","شخص","رمرام","2"
"46305","غرفتين و صالة","","وحدة","Residential","CNT753896960","2 bed rooms+hall","","سكني","342","Person","2018-02-04","2019-02-03","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","46305","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Ras Al Khor Industrial Third","2025-12-11 23:26:31","مطار دبي الدولي","842","راس الخور الصناعيه الثالثه","null","87","شخص","","2"
"59000","غرفتين و صالة","","وحدة","Residential","CNT1969296192","2 bed rooms+hall","","سكني","232","Person","2022-08-12","2023-08-11","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","2","سيتي سنتر مردف","0","59000","New","Flat","1","","جديد","شقه","Dubai International Airport","Mirdif","2025-12-11 23:26:31","مطار دبي الدولي","842","مردف","null","122","شخص","","1"
"50000","محل","","وحدة","Commercial","CRT1267848286","Shop","","تجاري","320","Authority","2020-08-01","2021-07-31","Airport Free Zone","2","1","1","City Centre Mirdif","المنطقة الحرة بالمطار","Unit","421","سيتي سنتر مردف","1","50000","Renew","Shop","0","","تجديد","محل","Dubai International Airport","Al Qusais Industrial Second","2025-12-11 23:26:31","مطار دبي الدولي","1","القصيص الصناعيه الثانيه","null","50","جهة","","2"
"800000","سكن عمال","","وحدة افتراضية","Residential","CNT2109065682","Labor Camp","","سكني","395","Authority","2024-01-10","2025-04-09","","5","88","84","","","Virtual Unit","38","","1","640000","New","Labor Camps","0","","جديد","سكن عمال","","Jabal Ali Industrial First","2025-12-11 23:26:31","","4","جبل على الصناعية الأولى","null","null","جهة","","1"
"96000","مكتب","","وحدة","Commercial","CNT249082719","Office","","تجاري","255","Authority","2014-10-01","2015-09-30","Al Rigga Metro Station","2","1","1","Dubai Mall","محطة مترو الرقة","Unit","422","مول دبي","1","96000","Renew","Office","0","","تجديد","مكتب","Dubai International Airport","Rega Al Buteen","2025-12-11 23:26:31","مطار دبي الدولي","2","رقه البطين","null","74","جهة","","2"
"21000","أستوديو","","وحدة","Residential","CNT1332607805","Studio","","سكني","459","Person","2020-11-25","2021-11-24","","2","1","1","","","Unit","11","","0","21000","New","Flat","1","Dubai Investment Park Second","جديد","شقه","Sports City Swimming Academy","Dubai Investment Park Second","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","مجمع دبي للاستثمار الثاني","null","40","شخص","مجمع دبي للاستثمار الثاني","1"
"53605","غرفة و صالة","","وحدة","Residential","CNT506498277","1bed room+Hall","","سكني","458","Authority","2016-06-01","2017-08-31","DANUBE Metro Station","2","1","1","Ibn-e-Battuta Mall","محطة مترو الدانوب","Unit","1","ابن بطوطة مول","1","42884","New","Flat","1","Dubai Investment Park First","جديد","شقه","Expo 2020 Site","Dubai Investment Park First","2025-12-11 23:26:31","موقع إكسبو 2020","842","مجمع دبي للاستثمار الاول","null","65","جهة","مجمع دبي للاستثمار الاول","1"
"35000","أستوديو","SILICON GATES 4","وحدة","Residential","CRT653814546","Studio","سيليكون جيت 4","سكني","484","Person","2017-05-20","2018-05-19","","2","1","1","","","Unit","11","","0","35000","New","Flat","1","Silicon Oasis","جديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","775","29","شخص","واحة السيليكون","1"
"1516320","غرفه سكن عمال","","وحدة","Residential","CNT897837356","Room in labor Camp","","سكني","395","Authority","2018-12-17","2019-12-14","DANUBE Metro Station","2","58","3","Ibn-e-Battuta Mall","محطة مترو الدانوب","Unit","12","ابن بطوطة مول","1","1524791","New","Labor Camps","0","","جديد","سكن عمال","Expo 2020 Site","Jabal Ali Industrial First","2025-12-11 23:26:31","موقع إكسبو 2020","4","جبل على الصناعية الأولى","null","13","جهة","","1"
"37400","مكتب","","وحدة","Commercial","CNT293515023","Office","","تجاري","388","Authority","2015-03-01","2016-02-29","Oud Metha Metro Station","2","1","1","Dubai Mall","محطة مترو عود ميثاء","Unit","422","مول دبي","1","37400","Renew","Office","0","","تجديد","مكتب","Burj Khalifa","Oud Metha","2025-12-11 23:26:31","برج خليفة","2","عود ميثا","null","32","جهة","","2"
"150000","مستودع","","وحدة افتراضية","Industrial","CNT2114118715","Warehouse","","صناعي","373","Authority","2024-05-15","2025-05-31","First Abu Dhabi Bank Metro Station","5","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","13","مول الإمارات","1","143445","New","Warehouse","0","","جديد","مستودع","Burj Al Arab","Al Goze Industrial Fourth","2025-12-11 23:26:31","برج العرب","7","القوز الصناعيه الرابعه","null","null","جهة","","1"
"56000","غرفتين و صالة","","وحدة","Residential","CNT5063487","2 bed rooms+hall","","سكني","361","Person","2012-08-15","2013-08-14","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","56000","New","Flat","0","","جديد","شقه","Dubai International Airport","Muhaisanah Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","محيصنه الرابعه","null","130","شخص","","1"
"194840","محل","","وحدة","Commercial","CNT1158698206","Shop","","تجاري","342","Authority","2020-01-01","2021-12-31","","2","1","1","","","Unit","421","","1","97420","Renew","Shop","0","","تجديد","محل","","Ras Al Khor Industrial Third","2025-12-11 23:26:31","","1","راس الخور الصناعيه الثالثه","null","158","جهة","","2"
"2800000","مستودع","","وحدة","Commercial","CNT2122444633","Warehouse","","تجاري","459","Authority","2024-08-25","2025-08-24","DANUBE Metro Station","2","26","8","","محطة مترو الدانوب","Unit","13","","1","2800000","Renew","Warehouse","1","Dubai Investment Park Second","تجديد","مستودع","Expo 2020 Site","Dubai Investment Park Second","2025-12-11 23:26:31","موقع إكسبو 2020","7","مجمع دبي للاستثمار الثاني","null","121","جهة","مجمع دبي للاستثمار الثاني","2"
"70000","غرفة و صالة","","وحدة","Residential","CNT1096840344","1bed room+Hall","","سكني","278","Person","2019-10-01","2020-09-30","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","1","مول دبي","0","70000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Mankhool","2025-12-11 23:26:31","برج خليفة","842","منخول","null","86","شخص","","2"
"37967","غرفة و صالة","","وحدة","Residential","CNT2108646661","1bed room+Hall","","سكني","372","Person","2024-02-24","2025-02-23","Noor Bank Metro Station","2","1","1","Mall of the Emirates","محطة مترو نور بنك","Unit","1","مول الإمارات","0","37967","Renew","Flat","1","","تجديد","شقه","Downtown Dubai","Al Goze Industrial Second","2025-12-11 23:26:31","وسط مدينة دبي","842","القوز الصناعيه الثانيه","null","54","شخص","","2"
