procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
"Sell - Pre registration","Elvira","إلفيرا 1","2228888","Residential","0","102","60","98.74","بيع - تسجيل مبدئى","2023-08-14","الفيرا","Elvira 1","سكني","482","3","null","1","22573.3","مبايعات","null","0","null","1","1","Sales","null","1-102-2023-38932","غرفتين","null","Unit","Dubai Hills Estate","null","2 B/R","Hadaeq Sheikh Mohammed Bin Rashid","وحدة","1","2026-02-26 10:09:51","null","حدائق الشيخ محمد بن راشد","Off-Plan Properties","Flat","2536","null","على الخارطة","شقه سكنيه"," دبي هيلز استيت "
"Mortgage Registration","null","null","2805955","Residential","1","13","null","361.49","تسجيل رهن","1999-08-04","null","null","سكني","239","2","Salah Al Din Metro Station","0","7762.19","رهون","Dubai Mall","0","محطة مترو صلاح الدين","1","1","Mortgages","مول دبي","2-13-1999-1305","null","null","Building","null","Dubai International Airport","null","Al Baraha","مبنى","2","2026-02-26 10:09:51","مطار دبي الدولي","البراحه","Existing Properties","null","null","null","العقارات القائمة","null","null"
"Sell - Pre registration","Jewelz Residence","جويلز رزيدنس  ","468000","Residential","0","102","60","39.27","بيع - تسجيل مبدئى","2019-01-07","جويلز رزيدنس","Jewelz Residence","سكني","409","3","Sharaf Dg Metro Station","1","11917.49","مبايعات","Mall of the Emirates","0","محطة مترو شرف دي جي","2","1","Sales","مول الإمارات","1-102-2019-98","استوديو","null","Unit","Arjan","Motor City","Studio","Al Barshaa South Third","وحدة","1","2026-02-26 10:09:51","موتور سيتي","البرشاء جنوب الثالثة","Off-Plan Properties","Flat","2027","null","على الخارطة","شقه سكنيه","أرجان"
"Sell","null","null","17650000","Commercial","1","11","null","1244.76","بيع","2012-09-10","null","null","تجاري","410","4","Al Sufouh","0","14179.44","مبايعات","Marina Mall","0","الصفوح","1","1","Sales","مارينا مول","1-11-2012-16099","null","null","Villa","Palm Jumeirah","Burj Al Arab","null","Palm Jumeirah","فيلا","1","2026-02-26 10:09:51","برج العرب","نخلة جميرا","Existing Properties","null","null","null","العقارات القائمة","null","نخلة جميرا"
"Sell - Pre registration","TOWN SQUARE ZAHRA","تاون سكوير زهرة 2B","1129888","Residential","0","102","60","130.73","بيع - تسجيل مبدئى","2015-11-23","تاون سكوير الزهراء","Town Square Zahra 2B","سكني","507","3","null","1","8642.91","مبايعات","null","0","null","1","1","Sales","null","1-102-2015-12729","ثلاث غرف","null","Unit","TOWN SQUARE","Dubai Cycling Course","3 B/R","Al Yelayiss 2","وحدة","1","2026-02-26 10:09:51","دورة دبي للدراجات","اليلايس 2","Off-Plan Properties","Flat","1637","null","على الخارطة","شقه سكنيه","تاون سكوير"
"Sell - Pre registration","Ciel","Ciel","769000","Hospitality ","0","102","112","7.75","بيع - تسجيل مبدئى","2024-02-07","سيل","Ciel","ضيافة","330","3","Mina Seyahi","1","99225.81","مبايعات","Marina Mall","0","مينا السياحي","1","1","Sales","مارينا مول","1-102-2024-7049","استوديو","null","Unit","Dubai Marina","Burj Al Arab","Studio","Marsa Dubai","وحدة","1","2026-02-26 10:09:51","برج العرب","مرسى دبي","Off-Plan Properties","Hotel Rooms","1740","null","على الخارطة","غرفة فندقية","دبي مارينا"
"Sell - Pre registration","CANAL RESIDENCE WEST (PHASE 1)","الفينيسي","561600","Residential","0","102","60","43.48","بيع - تسجيل مبدئى","2011-03-09","كانل ريزيدنس ويست (فيس 1)","VENETIAN","سكني","435","3","Nakheel Metro Station","1","12916.28","مبايعات","Marina Mall","0","محطة مترو النخيل","2","1","Sales","مارينا مول","1-102-2011-704","استوديو","null","Unit","Dubai Sports City","Sports City Swimming Academy","Studio","Al Hebiah Fourth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الحبيه الرابعة","Off-Plan Properties","Flat","323","null","على الخارطة","شقه سكنيه","مدينة دبي الرياضية"
"Development Registration Pre-Registration","SILICON HEIGHTS","سيليكون هايتس","385280","Residential","0","851","60","45.19","تسجيل حق منفعة - تسجيل مبدئي","2015-06-01","مرتفعات السيليكون","Silicon Heights","سكني","484","3","null","1","8525.78","مبايعات","null","0","null","1","1","Sales","null","1-851-2015-125","استوديو","null","Unit","Silicon Oasis","IMG World Adventures","Studio","Nadd Hessa","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","ند حصة","Off-Plan Properties","Flat","317","null","على الخارطة","شقه سكنيه","واحة السيليكون"
"Lease to Own Registration","null","ايرس بلو","2345000","Residential","1","110","60","158.13","تسجيل إيجارة تنتهى بالتملك","2015-05-21","null","IRIS BLUE","سكني","330","3","Dubai Marina","1","14829.57","رهون","Marina Mall","4","مرسى دبي","2","4","Mortgages","مارينا مول","2-110-2015-749","ثلاث غرف","14829.57","Unit","Dubai Marina","Burj Al Arab","3 B/R","Marsa Dubai","وحدة","2","2026-02-26 10:09:51","برج العرب","مرسى دبي","Existing Properties","Flat","null","2345000","العقارات القائمة","شقه سكنيه","دبي مارينا"
"Delayed Sell","RUKAN","روكان - مبنى سي","853222","Residential","1","41","60","81.61","بيع مبدئى","2025-05-08","ركان","Rukan - Building C","سكني","463","3","null","1","10454.87","مبايعات","null","0","null","1","1","Sales","null","1-41-2025-14131","غرفة","null","Unit","Rukan","null","1 B/R","Wadi Al Safa 7","وحدة","1","2026-02-26 10:09:51","null","وادي الصفا 7","Existing Properties","Flat","1570","null","العقارات القائمة","شقه سكنيه","ركان"
"Sell","null","بالتيك","4700000","Residential","1","11","60","211.81","بيع","2017-01-03","null","BALTIC","سكني","410","3","Palm Jumeirah","1","22189.7","مبايعات","Marina Mall","0","نخلة جميرا","1","1","Sales","مارينا مول","1-11-2017-129","ثلاث غرف","null","Unit","Palm Jumeirah","Burj Al Arab","3 B/R","Palm Jumeirah","وحدة","1","2026-02-26 10:09:51","برج العرب","نخلة جميرا","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","نخلة جميرا"
"Lease to Own Registration","null","المجرة-1","475250","Residential","1","110","60","124.3","تسجيل إيجارة تنتهى بالتملك","2010-06-21","null","Al Majara 1","سكني","330","3","Jumeirah Lakes Towers","1","3823.41","رهون","Marina Mall","2","أبراج بحيرات جميرا","2","2","Mortgages","مارينا مول","2-110-2010-1363","غرفتين","3823.41","Unit","Dubai Marina","Burj Al Arab","2 B/R","Marsa Dubai","وحدة","2","2026-02-26 10:09:51","برج العرب","مرسى دبي","Existing Properties","Flat","null","475250","العقارات القائمة","شقه سكنيه","دبي مارينا"
"Mortgage Registration","CENTRIUM TOWER","سينتريوم تاور 2","1165000","Residential","1","13","60","89.19","تسجيل رهن","2016-05-11","سنتريوم تاور","CENTRIUM TOWER 2","سكني","485","3","Damac Properties","1","13062","رهون","Marina Mall","0","عقارات داماك","1","2","Mortgages","مارينا مول","2-13-2016-3543","غرفتين","null","Unit","International Media Production Zone","Sports City Swimming Academy","2 B/R","Me'Aisem First","وحدة","2","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","معيصم الأول","Existing Properties","Flat","85","null","العقارات القائمة","شقه سكنيه","المنطقة العالمية للإنتاج الإعلامي"
"Sell","THE DUBAI MALL","دبي مول السكن","965000","Residential","1","11","60","60.07","بيع","2021-02-15","دبي مول","THE DUBAI MALL RESIDENCES","سكني","390","3","Buj Khalifa Dubai Mall Metro Station","1","16064.59","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-11-2021-2420","استوديو","null","Unit","DownTown Dubai","Burj Khalifa","Studio","Burj Khalifa","وحدة","1","2026-02-26 10:09:51","برج خليفة","برج خليفة","Existing Properties","Flat","1461","null","العقارات القائمة","شقه سكنيه","داون تاون دبي"
"Sell - Pre registration","GLOBAL GREEN VIEW II","غلوبال غرين فيو - II","140000","Residential","0","102","60","18.95","بيع - تسجيل مبدئى","2017-05-29","جلوبال جرين فيو II","GLOBAL GREEN VIEW - II","سكني","343","3","Rashidiya Metro Station","1","7387.86","مبايعات","City Centre Mirdif","0","محطة مترو الراشدية","1","1","Sales","سيتي سنتر مردف","1-102-2017-11307","استوديو","null","Unit","International City Phase 1","null","Studio","Al Warsan First","وحدة","1","2026-02-26 10:09:51","null","ورسان الاولى","Off-Plan Properties","Flat","595","null","على الخارطة","شقه سكنيه","المدينة العالمية - المرحلة الاولى"
"Sell - Pre registration","ZENITH TOWER A1","برج زينيت","722796","Residential","0","102","60","76.92","بيع - تسجيل مبدئى","2009-03-11","برج زينيث A1","ZENITH TOWER","سكني","435","3","Nakheel Metro Station","1","9396.72","مبايعات","Marina Mall","0","محطة مترو النخيل","1","1","Sales","مارينا مول","1-102-2007-22531","غرفة","null","Unit","Dubai Sports City","Sports City Swimming Academy","1 B/R","Al Hebiah Fourth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الحبيه الرابعة","Off-Plan Properties","Flat","919","null","على الخارطة","شقه سكنيه","مدينة دبي الرياضية"
"Grant","REGAL TOWER","برج ريجال","2015175","Commercial","1","9","42","126.91","هبه","2025-05-13","ريجال تور","REGAL TOWER","تجاري","526","3","Business Bay Metro Station","1","15878.78","هبات","Dubai Mall","0","محطة مترو الخليج التجاري","1","1","Gifts","مول دبي","3-9-2025-2711","null","null","Unit","Business Bay","Downtown Dubai","null","Business Bay","وحدة","3","2026-02-26 10:09:51","وسط مدينة دبي","الخليج التجارى","Existing Properties","Office","220","null","العقارات القائمة","مكتب","الخليج التجاري"
"Mortgage Registration","ARABIAN RANCHES- ROSA COMMUNITY","null","2850000","Residential","1","13","null","722.42","تسجيل رهن","2018-05-02","المرابع العربية - روزا","null","سكني","463","4","null","0","3945.07","رهون","null","0","null","1","2","Mortgages","null","2-13-2018-3765","null","null","Villa","Arabian Ranches II","Motor City","null","Wadi Al Safa 7","فيلا","2","2026-02-26 10:09:51","موتور سيتي","وادي الصفا 7","Existing Properties","null","1392","null","العقارات القائمة","null","المرابع العربية - 2"
"Delayed Sell","DAMAC LAGOONS - PORTOFINO","null","1780000","Residential","1","41","null","144","بيع مبدئى","2023-12-18","داماك لاجونر - بورتوفينو","null","سكني","451","1","null","0","12361.11","مبايعات","null","0","null","1","1","Sales","null","1-41-2023-25314","null","null","Land","DAMAC Lagoons","null","null","Al Hebiah Fifth","أرض","1","2026-02-26 10:09:51","null","الحبيه الخامسة","Existing Properties","null","2356","null","العقارات القائمة","null","داماك لاغون"
"Mortgage Registration","null","null","500000","Residential","1","13","null","929.03","تسجيل رهن","2005-09-14","null","null","سكني","328","4","Al Jafiliya Metro Station","0","538.2","رهون","Dubai Mall","0","محطة مترو الجافلية","1","1","Mortgages","مول دبي","2-13-2005-891","null","null","Villa","null","Burj Khalifa","null","Al Jafliya","فيلا","2","2026-02-26 10:09:51","برج خليفة","الجافليه","Existing Properties","null","null","null","العقارات القائمة","null","null"
"Mortgage Registration","null","null","250000","Residential","1","13","null","1374.96","تسجيل رهن","1999-07-12","null","null","سكني","370","4","First Abu Dhabi Bank Metro Station","0","181.82","رهون","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","1","1","Mortgages","مول الإمارات","2-13-1999-1090","null","null","Villa","null","Burj Al Arab","null","Um Suqaim Third","فيلا","2","2026-02-26 10:09:51","برج العرب","ام سقيم الثالثه","Existing Properties","null","null","null","العقارات القائمة","null","null"
