Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"First Quarter","فبراير","الربع الأول","---","370478","8903","Number","العدد","1","February","Investment Villa","بناء جديد","2016","138","2","6716","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Investment Villa","إضافات وتعديلات","2016","770261.03","2","6717","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Investment Villa","بناء جديد","2016","2250313.54","2","6717","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370479","8902","Number","العدد","1","February","Industrial Buildings","إضافات وتعديلات","2016","206","2","6718","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8903","Number","العدد","1","February","Industrial Buildings","بناء جديد","2016","17","2","6718","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Industrial Buildings","إضافات وتعديلات","2016","227029.11","2","6719","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Industrial Buildings","بناء جديد","2016","865334.18","2","6719","مباني صناعية"
"First Quarter","فبراير","الربع الأول","---","370480","8902","Number","العدد","1","February","Public Buildings","إضافات وتعديلات","2016","219","2","6720","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8903","Number","العدد","1","February","Public Buildings","بناء جديد","2016","15","2","6720","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Public Buildings","إضافات وتعديلات","2016","561287.38","2","6721","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Public Buildings","بناء جديد","2016","467726.56","2","6721","مباني عامة"
"First Quarter","فبراير","الربع الأول","---","370481","8902","Number","العدد","1","February","Multi-Storey Buildings","إضافات وتعديلات","2016","360","2","6722","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8903","Number","العدد","1","February","Multi-Storey Buildings","بناء جديد","2016","16","2","6722","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Multi-Storey Buildings","إضافات وتعديلات","2016","62089.51","2","6723","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Multi-Storey Buildings","بناء جديد","2016","1181251.55","2","6723","مباني متعددة الطوابق"
"First Quarter","فبراير","الربع الأول","---","370482","8902","Number","العدد","1","February","Floor Area Ratio Buildings","إضافات وتعديلات","2016","210","2","6724","مباني نسب طابقية"
"First Quarter","فبراير","الربع الأول","---","370482","8903","Number","العدد","1","February","Floor Area Ratio Buildings","بناء جديد","2016","11","2","6724","مباني نسب طابقية"
"First Quarter","فبراير","الربع الأول","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Floor Area Ratio Buildings","إضافات وتعديلات","2016","37568.87","2","6725","مباني نسب طابقية"
"First Quarter","فبراير","الربع الأول","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Floor Area Ratio Buildings","بناء جديد","2016","4721033.08","2","6725","مباني نسب طابقية"
"First Quarter","مارس","الربع الأول","---","370477","8902","Number","العدد","1","March","Private Villa","إضافات وتعديلات","2016","805","3","6714","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8903","Number","العدد","1","March","Private Villa","بناء جديد","2016","262","3","6714","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Private Villa","إضافات وتعديلات","2016","126091.04","3","6715","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Private Villa","بناء جديد","2016","1346313.13","3","6715","فلل خاصة"
"First Quarter","مارس","الربع الأول","---","370478","8902","Number","العدد","1","March","Investment Villa","إضافات وتعديلات","2016","398","3","6716","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8903","Number","العدد","1","March","Investment Villa","بناء جديد","2016","40","3","6716","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Investment Villa","إضافات وتعديلات","2016","117270.35","3","6717","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Investment Villa","بناء جديد","2016","1406458.66","3","6717","فلل إستثمارية"
"First Quarter","مارس","الربع الأول","---","370479","8902","Number","العدد","1","March","Industrial Buildings","إضافات وتعديلات","2016","272","3","6718","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8903","Number","العدد","1","March","Industrial Buildings","بناء جديد","2016","11","3","6718","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Industrial Buildings","إضافات وتعديلات","2016","73895.58","3","6719","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Industrial Buildings","بناء جديد","2016","886084.57","3","6719","مباني صناعية"
"First Quarter","مارس","الربع الأول","---","370480","8902","Number","العدد","1","March","Public Buildings","إضافات وتعديلات","2016","233","3","6720","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8903","Number","العدد","1","March","Public Buildings","بناء جديد","2016","20","3","6720","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Public Buildings","إضافات وتعديلات","2016","229465.04","3","6721","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Public Buildings","بناء جديد","2016","656539.59","3","6721","مباني عامة"
"First Quarter","مارس","الربع الأول","---","370481","8902","Number","العدد","1","March","Multi-Storey Buildings","إضافات وتعديلات","2016","402","3","6722","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8903","Number","العدد","1","March","Multi-Storey Buildings","بناء جديد","2016","30","3","6722","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Multi-Storey Buildings","إضافات وتعديلات","2016","9249.51","3","6723","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Multi-Storey Buildings","بناء جديد","2016","3079481.27","3","6723","مباني متعددة الطوابق"
"First Quarter","مارس","الربع الأول","---","370482","8902","Number","العدد","1","March","Floor Area Ratio Buildings","إضافات وتعديلات","2016","213","3","6724","مباني نسب طابقية"
"First Quarter","مارس","الربع الأول","---","370482","8903","Number","العدد","1","March","Floor Area Ratio Buildings","بناء جديد","2016","18","3","6724","مباني نسب طابقية"
"First Quarter","مارس","الربع الأول","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","1","March","Floor Area Ratio Buildings","إضافات وتعديلات","2016","1015666.9","3","6725","مباني نسب طابقية"
"First Quarter","مارس","الربع الأول","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","1","March","Floor Area Ratio Buildings","بناء جديد","2016","7368292.98","3","6725","مباني نسب طابقية"
"Second Quarter","أبريل","الربع الثاني","---","370477","8902","Number","العدد","2","April","Private Villa","إضافات وتعديلات","2016","629","4","6714","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8903","Number","العدد","2","April","Private Villa","بناء جديد","2016","110","4","6714","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Private Villa","إضافات وتعديلات","2016","131855.98","4","6715","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Private Villa","بناء جديد","2016","778415.49","4","6715","فلل خاصة"
"Second Quarter","أبريل","الربع الثاني","---","370478","8902","Number","العدد","2","April","Investment Villa","إضافات وتعديلات","2016","555","4","6716","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8903","Number","العدد","2","April","Investment Villa","بناء جديد","2016","85","4","6716","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Investment Villa","إضافات وتعديلات","2016","875310.74","4","6717","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Investment Villa","بناء جديد","2016","1265025.71","4","6717","فلل إستثمارية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8902","Number","العدد","2","April","Industrial Buildings","إضافات وتعديلات","2016","244","4","6718","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8903","Number","العدد","2","April","Industrial Buildings","بناء جديد","2016","13","4","6718","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Industrial Buildings","إضافات وتعديلات","2016","174296.54","4","6719","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Industrial Buildings","بناء جديد","2016","561309.38","4","6719","مباني صناعية"
"Second Quarter","أبريل","الربع الثاني","---","370480","8902","Number","العدد","2","April","Public Buildings","إضافات وتعديلات","2016","228","4","6720","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8903","Number","العدد","2","April","Public Buildings","بناء جديد","2016","11","4","6720","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Public Buildings","إضافات وتعديلات","2016","134940.38","4","6721","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Public Buildings","بناء جديد","2016","234099.91","4","6721","مباني عامة"
"Second Quarter","أبريل","الربع الثاني","---","370481","8902","Number","العدد","2","April","Multi-Storey Buildings","إضافات وتعديلات","2016","371","4","6722","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8903","Number","العدد","2","April","Multi-Storey Buildings","بناء جديد","2016","19","4","6722","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Multi-Storey Buildings","إضافات وتعديلات","2016","-3424.18","4","6723","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Multi-Storey Buildings","بناء جديد","2016","1153780.31","4","6723","مباني متعددة الطوابق"
"Second Quarter","أبريل","الربع الثاني","---","370482","8902","Number","العدد","2","April","Floor Area Ratio Buildings","إضافات وتعديلات","2016","201","4","6724","مباني نسب طابقية"
"Second Quarter","أبريل","الربع الثاني","---","370482","8903","Number","العدد","2","April","Floor Area Ratio Buildings","بناء جديد","2016","15","4","6724","مباني نسب طابقية"
"Second Quarter","أبريل","الربع الثاني","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","2","April","Floor Area Ratio Buildings","إضافات وتعديلات","2016","2485.51","4","6725","مباني نسب طابقية"
"Second Quarter","أبريل","الربع الثاني","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","2","April","Floor Area Ratio Buildings","بناء جديد","2016","7276464.51","4","6725","مباني نسب طابقية"
"Second Quarter","مايو","الربع الثاني","---","370477","8902","Number","العدد","2","May","Private Villa","إضافات وتعديلات","2016","720","5","6714","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8903","Number","العدد","2","May","Private Villa","بناء جديد","2016","139","5","6714","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Private Villa","إضافات وتعديلات","2016","155362.42","5","6715","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Private Villa","بناء جديد","2016","922902.07","5","6715","فلل خاصة"
"Second Quarter","مايو","الربع الثاني","---","370478","8902","Number","العدد","2","May","Investment Villa","إضافات وتعديلات","2016","500","5","6716","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8903","Number","العدد","2","May","Investment Villa","بناء جديد","2016","188","5","6716","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Investment Villa","إضافات وتعديلات","2016","5318148.4","5","6717","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Investment Villa","بناء جديد","2016","1719086.74","5","6717","فلل إستثمارية"
"Second Quarter","مايو","الربع الثاني","---","370479","8902","Number","العدد","2","May","Industrial Buildings","إضافات وتعديلات","2016","312","5","6718","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8903","Number","العدد","2","May","Industrial Buildings","بناء جديد","2016","15","5","6718","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Industrial Buildings","إضافات وتعديلات","2016","233441.01","5","6719","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Industrial Buildings","بناء جديد","2016","1521636.97","5","6719","مباني صناعية"
"Second Quarter","مايو","الربع الثاني","---","370480","8902","Number","العدد","2","May","Public Buildings","إضافات وتعديلات","2016","243","5","6720","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8903","Number","العدد","2","May","Public Buildings","بناء جديد","2016","23","5","6720","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Public Buildings","إضافات وتعديلات","2016","73893.21","5","6721","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Public Buildings","بناء جديد","2016","1072832.77","5","6721","مباني عامة"
"Second Quarter","مايو","الربع الثاني","---","370481","8902","Number","العدد","2","May","Multi-Storey Buildings","إضافات وتعديلات","2016","477","5","6722","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8903","Number","العدد","2","May","Multi-Storey Buildings","بناء جديد","2016","36","5","6722","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Multi-Storey Buildings","إضافات وتعديلات","2016","988221.28","5","6723","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Multi-Storey Buildings","بناء جديد","2016","2147020.68","5","6723","مباني متعددة الطوابق"
"Second Quarter","مايو","الربع الثاني","---","370482","8902","Number","العدد","2","May","Floor Area Ratio Buildings","إضافات وتعديلات","2016","230","5","6724","مباني نسب طابقية"
"Second Quarter","مايو","الربع الثاني","---","370482","8903","Number","العدد","2","May","Floor Area Ratio Buildings","بناء جديد","2016","7","5","6724","مباني نسب طابقية"
"Second Quarter","مايو","الربع الثاني","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","2","May","Floor Area Ratio Buildings","إضافات وتعديلات","2016","1033.69","5","6725","مباني نسب طابقية"
"Second Quarter","مايو","الربع الثاني","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","2","May","Floor Area Ratio Buildings","بناء جديد","2016","2385764.22","5","6725","مباني نسب طابقية"
"Second Quarter","يونيو","الربع الثاني","---","370477","8902","Number","العدد","2","June","Private Villa","إضافات وتعديلات","2016","630","6","6714","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8903","Number","العدد","2","June","Private Villa","بناء جديد","2016","152","6","6714","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Private Villa","إضافات وتعديلات","2016","147305.14","6","6715","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Private Villa","بناء جديد","2016","870292.6","6","6715","فلل خاصة"
"Second Quarter","يونيو","الربع الثاني","---","370478","8902","Number","العدد","2","June","Investment Villa","إضافات وتعديلات","2016","449","6","6716","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8903","Number","العدد","2","June","Investment Villa","بناء جديد","2016","133","6","6716","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Investment Villa","إضافات وتعديلات","2016","1088516.65","6","6717","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Investment Villa","بناء جديد","2016","1878564.27","6","6717","فلل إستثمارية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8902","Number","العدد","2","June","Industrial Buildings","إضافات وتعديلات","2016","257","6","6718","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8903","Number","العدد","2","June","Industrial Buildings","بناء جديد","2016","13","6","6718","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Industrial Buildings","إضافات وتعديلات","2016","53339.55","6","6719","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Industrial Buildings","بناء جديد","2016","381759.14","6","6719","مباني صناعية"
"Second Quarter","يونيو","الربع الثاني","---","370480","8902","Number","العدد","2","June","Public Buildings","إضافات وتعديلات","2016","216","6","6720","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8903","Number","العدد","2","June","Public Buildings","بناء جديد","2016","21","6","6720","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Public Buildings","إضافات وتعديلات","2016","351631.13","6","6721","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Public Buildings","بناء جديد","2016","795673.48","6","6721","مباني عامة"
"Second Quarter","يونيو","الربع الثاني","---","370481","8902","Number","العدد","2","June","Multi-Storey Buildings","إضافات وتعديلات","2016","394","6","6722","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8903","Number","العدد","2","June","Multi-Storey Buildings","بناء جديد","2016","23","6","6722","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Multi-Storey Buildings","إضافات وتعديلات","2016","62133.41","6","6723","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Multi-Storey Buildings","بناء جديد","2016","3309548.47","6","6723","مباني متعددة الطوابق"
"Second Quarter","يونيو","الربع الثاني","---","370482","8902","Number","العدد","2","June","Floor Area Ratio Buildings","إضافات وتعديلات","2016","201","6","6724","مباني نسب طابقية"
"Second Quarter","يونيو","الربع الثاني","---","370482","8903","Number","العدد","2","June","Floor Area Ratio Buildings","بناء جديد","2016","18","6","6724","مباني نسب طابقية"
"Second Quarter","يونيو","الربع الثاني","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","2","June","Floor Area Ratio Buildings","إضافات وتعديلات","2016","1540463.42","6","6725","مباني نسب طابقية"
"Second Quarter","يونيو","الربع الثاني","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","2","June","Floor Area Ratio Buildings","بناء جديد","2016","5478889.66","6","6725","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370477","8902","Number","العدد","3","July","Private Villa","إضافات وتعديلات","2016","483","7","6714","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8903","Number","العدد","3","July","Private Villa","بناء جديد","2016","163","7","6714","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Private Villa","إضافات وتعديلات","2016","100828.36","7","6715","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Private Villa","بناء جديد","2016","772193","7","6715","فلل خاصة"
"Third Quarter","يوليو","الربع الثالث","---","370478","8902","Number","العدد","3","July","Investment Villa","إضافات وتعديلات","2016","318","7","6716","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8903","Number","العدد","3","July","Investment Villa","بناء جديد","2016","25","7","6716","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Investment Villa","إضافات وتعديلات","2016","190288.76","7","6717","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Investment Villa","بناء جديد","2016","215941.74","7","6717","فلل إستثمارية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8902","Number","العدد","3","July","Industrial Buildings","إضافات وتعديلات","2016","187","7","6718","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8903","Number","العدد","3","July","Industrial Buildings","بناء جديد","2016","6","7","6718","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Industrial Buildings","إضافات وتعديلات","2016","203252.53","7","6719","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Industrial Buildings","بناء جديد","2016","857712.62","7","6719","مباني صناعية"
"Third Quarter","يوليو","الربع الثالث","---","370480","8902","Number","العدد","3","July","Public Buildings","إضافات وتعديلات","2016","174","7","6720","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8903","Number","العدد","3","July","Public Buildings","بناء جديد","2016","10","7","6720","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Public Buildings","إضافات وتعديلات","2016","278498.66","7","6721","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Public Buildings","بناء جديد","2016","128485.55","7","6721","مباني عامة"
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Number","العدد","3","July","Multi-Storey Buildings","إضافات وتعديلات","2016","256","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Number","العدد","3","July","Multi-Storey Buildings","بناء جديد","2016","13","7","6722","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","إضافات وتعديلات","2016","32949.21","7","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Multi-Storey Buildings","بناء جديد","2016","852184.91","7","6723","مباني متعددة الطوابق"
"Third Quarter","يوليو","الربع الثالث","---","370482","8902","Number","العدد","3","July","Floor Area Ratio Buildings","إضافات وتعديلات","2016","163","7","6724","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8903","Number","العدد","3","July","Floor Area Ratio Buildings","بناء جديد","2016","10","7","6724","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","3","July","Floor Area Ratio Buildings","إضافات وتعديلات","2016","-1322.96","7","6725","مباني نسب طابقية"
"Third Quarter","يوليو","الربع الثالث","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","3","July","Floor Area Ratio Buildings","بناء جديد","2016","2353705.2","7","6725","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Number","العدد","3","August","Private Villa","إضافات وتعديلات","2016","666","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Number","العدد","3","August","Private Villa","بناء جديد","2016","385","8","6714","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","إضافات وتعديلات","2016","192213.89","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Private Villa","بناء جديد","2016","1596875.06","8","6715","فلل خاصة"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Number","العدد","3","August","Investment Villa","إضافات وتعديلات","2016","433","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Number","العدد","3","August","Investment Villa","بناء جديد","2016","57","8","6716","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","إضافات وتعديلات","2016","90950.38","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Investment Villa","بناء جديد","2016","856067.06","8","6717","فلل إستثمارية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Number","العدد","3","August","Industrial Buildings","إضافات وتعديلات","2016","272","8","6718","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Number","العدد","3","August","Industrial Buildings","بناء جديد","2016","9","8","6718","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","إضافات وتعديلات","2016","355517.85","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Industrial Buildings","بناء جديد","2016","291740.75","8","6719","مباني صناعية"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Number","العدد","3","August","Public Buildings","إضافات وتعديلات","2016","316","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Number","العدد","3","August","Public Buildings","بناء جديد","2016","25","8","6720","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","إضافات وتعديلات","2016","766831.08","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Public Buildings","بناء جديد","2016","1502465.25","8","6721","مباني عامة"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Number","العدد","3","August","Multi-Storey Buildings","إضافات وتعديلات","2016","370","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Number","العدد","3","August","Multi-Storey Buildings","بناء جديد","2016","24","8","6722","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","إضافات وتعديلات","2016","250469.61","8","6723","مباني متعددة الطوابق"
"Third Quarter","أغسطس","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Multi-Storey Buildings","بناء جديد","2016","2386122.7","8","6723","مباني متعددة الطوابق"
